ticker,uniscoreavg,bachelors,masters,mba,phd,internal_promotion,tenure,founder,is_co_ceo,female_pct,diversity_board,shannon,spindex,num_committees,dirs,over75_pct,num_meetings,avg_meetings,roapredicted
ANET,23.10555555555555,True,True,False,False,False,1.0,False,False,0.3333333333333333,False,0.6837389058487535,S&P 500,4.0,17.0,1.0,9.0,2.25,Moderate Increase
ANF,32.675,True,False,True,False,True,7.0,False,False,0.6666666666666666,False,0.6837389058487535,S&P 600,12.0,33.0,1.0,9.0,0.75,Stable
ANIK,78.96208791208791,True,True,False,True,True,0.0,False,False,0.375,False,0.3767701612564367,S&P 600,5.0,15.0,1.0,8.0,1.6,Slight Decrease
ANSS,60.32178571428572,True,True,False,True,True,7.0,False,False,0.3,False,0.8979457248567798,S&P 500,7.0,23.0,1.0,10.0,1.4285714285714286,Stable
AON,60.98849206349206,True,False,True,False,False,6.0,False,False,0.4166666666666667,False,0.9830877585747856,S&P 500,7.0,33.0,1.0,12.0,1.7142857142857142,Stable
AORT,48.37619047619048,True,False,True,False,False,9.0,False,False,0.2222222222222222,False,0.6837389058487535,S&P 600,6.0,15.0,1.0,9.0,1.5,Slight Decrease
AOS,17.925,True,False,False,False,True,0.0,False,False,0.3,False,0.9404479886553264,S&P 500,12.0,37.0,1.0,10.0,0.8333333333333334,Stable
APA,44.064646464646465,True,False,True,False,True,0.0,False,False,0.3,False,0.639031859650177,S&P 500,8.0,29.0,1.0,10.0,1.25,Stable
APAM,45.55357142857143,True,False,False,False,False,3.0,False,False,0.375,True,0.3767701612564367,S&P 600,4.0,8.0,1.0,8.0,2.0,Moderate Increase
APD,65.54166666666667,True,True,False,False,True,10.0,False,False,0.25,False,1.073542846408523,S&P 500,8.0,34.0,1.0,8.0,1.0,Stable
APH,56.37857142857143,True,False,True,True,True,15.0,False,False,0.3333333333333333,False,0.6837389058487535,S&P 500,5.0,20.0,1.0,9.0,1.8,Slight Decrease
APLE,24.1875,True,False,True,False,False,4.0,False,False,0.3333333333333333,False,0.3488320958430319,S&P 600,4.0,10.0,1.0,9.0,2.25,Slight Decrease
APOG,58.73214285714286,True,False,True,False,False,3.0,False,False,0.3333333333333333,False,0.5297061990576545,S&P 600,6.0,25.0,1.0,9.0,1.5,Slight Decrease
APPS,61.128571428571426,True,False,True,False,True,10.0,False,False,0.375,False,0.3767701612564367,S&P 600,6.0,11.0,1.0,8.0,1.3333333333333333,Slight Decrease
APTV,60.035714285714285,True,False,True,False,True,2.0,False,False,0.3,False,0.639031859650177,S&P 500,5.0,23.0,1.0,10.0,2.0,Slight Decrease
AR,49.95846560846561,True,True,False,False,False,2.0,False,False,0.375,True,0.0,S&P 400,9.0,23.0,1.0,8.0,0.8888888888888888,Significant Decrease
ARCB,34.54166666666667,True,False,False,False,True,8.0,False,False,0.3333333333333333,False,0.3488320958430319,S&P 600,7.0,17.0,1.0,9.0,1.2857142857142858,Moderate Decrease
ARE,86.82142857142857,True,False,False,False,True,0.0,False,True,0.2857142857142857,False,0.410116318288409,S&P 500,12.0,35.0,1.0,7.0,0.5833333333333334,Moderate Decrease
ARI,30.450000000000003,True,True,True,False,True,11.0,False,False,0.4,False,0.8018185525433373,S&P 600,5.0,18.0,1.0,10.0,2.0,Slight Decrease
ARLO,86.33571428571429,True,False,False,False,False,6.0,False,False,0.4285714285714285,False,0.796311640173813,S&P 600,7.0,7.0,1.0,7.0,1.0,Moderate Decrease
ARMK,55.167857142857144,True,False,True,False,False,5.0,False,False,0.3636363636363636,False,0.6001660731596457,S&P 400,8.0,26.0,1.0,11.0,1.375,Stable
AROC,57.19642857142857,True,False,False,True,True,0.0,False,False,0.2222222222222222,True,0.3488320958430319,S&P 600,4.0,18.0,1.0,9.0,2.25,Moderate Increase
ARW,61.42785714285714,True,False,True,False,True,2.0,False,False,0.3,False,0.3250829733914482,S&P 400,5.0,21.0,1.0,10.0,2.0,Slight Decrease
ARWR,63.855952380952374,True,True,False,True,False,17.0,False,False,0.25,False,0.3767701612564367,S&P 400,4.0,10.0,1.0,8.0,2.0,Slight Decrease
ASB,29.972619047619048,True,False,True,False,False,3.0,False,False,0.3,False,0.3250829733914482,S&P 400,12.0,32.0,1.0,10.0,0.8333333333333334,Stable
ASGN,39.400925925925925,True,True,True,False,True,3.0,False,False,0.2727272727272727,False,0.6001660731596457,S&P 400,5.0,18.0,1.0,11.0,2.2,Slight Decrease
ASH,59.33392857142857,True,False,True,False,True,5.0,False,False,0.3333333333333333,False,0.6837389058487535,S&P 400,8.0,35.0,1.0,9.0,1.125,Slight Decrease
ASIX,59.61626984126984,True,False,False,False,False,8.0,False,False,0.5,True,0.7356219397587946,S&P 600,6.0,8.0,1.0,8.0,1.3333333333333333,Moderate Increase
ASO,56.517857142857146,True,False,False,False,True,1.0,False,False,0.4,False,0.3250829733914482,S&P 600,17.0,38.0,1.0,10.0,0.5882352941176471,Stable
ASTE,25.26222222222222,True,True,True,False,True,1.0,False,False,0.3,False,0.3250829733914482,S&P 600,6.0,28.0,1.0,10.0,1.6666666666666667,Slight Decrease
ATEN,48.84330357142857,True,True,True,True,False,4.0,False,False,0.2,False,0.9502705392332348,S&P 600,3.0,8.0,1.0,5.0,1.6666666666666667,Significant Decrease
ATGE,90.85714285714286,True,False,True,False,False,2.0,False,True,0.4,False,0.8979457248567798,S&P 600,12.0,36.0,1.0,10.0,0.8333333333333334,Slight Decrease
ATNI,67.21980519480519,True,False,False,True,False,10.0,False,True,0.4285714285714285,False,0.5982695885852573,S&P 600,6.0,15.0,1.0,7.0,1.1666666666666667,Slight Decrease
ATO,37.214285714285715,True,False,False,False,True,5.0,False,False,0.2727272727272727,True,0.3046360973492381,S&P 500,7.0,25.0,1.0,11.0,1.5714285714285714,Slight Decrease
ATR,57.73285714285714,True,False,True,False,False,7.0,False,False,0.4545454545454545,False,0.8855741515766717,S&P 400,6.0,25.0,1.0,11.0,1.8333333333333333,Stable
AUB,37.13888888888889,True,False,True,False,True,7.0,False,False,0.25,False,0.2868359830561607,S&P 600,7.0,37.0,1.0,12.0,1.7142857142857142,Stable
AVA,40.13333333333333,True,False,False,False,True,1.0,False,False,0.3636363636363636,False,0.6001660731596457,S&P 600,8.0,24.0,1.0,11.0,1.375,Stable
AVAV,60.17857142857143,True,False,False,False,True,3.0,False,False,0.2857142857142857,False,0.410116318288409,S&P 600,4.0,15.0,1.0,7.0,1.75,Moderate Decrease
AVD,75.32142857142857,True,False,False,False,True,13.0,False,False,0.3333333333333333,False,0.6837389058487535,S&P 600,5.0,20.0,1.0,9.0,1.8,Moderate Decrease
AVGO,93.85,True,True,True,False,False,15.0,False,False,0.3333333333333333,False,0.9649629230074276,S&P 500,6.0,20.0,1.0,9.0,1.5,Stable
AVNS,30.450000000000003,True,False,False,False,False,7.0,False,False,0.3333333333333333,False,0.4505612088663046,S&P 600,5.0,11.0,1.0,6.0,1.2,Moderate Decrease
AVNT,47.60071428571429,True,False,False,True,False,1.0,False,False,0.25,False,0.4505612088663046,S&P 400,10.0,37.0,1.0,12.0,1.2,Stable
AVT,67.38214285714287,True,True,False,False,True,1.0,False,False,0.3,False,1.1682824501765623,S&P 400,9.0,32.0,1.0,10.0,1.1111111111111112,Stable
AVY,51.03769841269841,True,False,True,False,True,1.0,False,False,0.3,False,0.3250829733914482,S&P 500,14.0,31.0,1.0,10.0,0.7142857142857143,Stable
AWI,46.21111111111111,True,False,False,False,False,8.0,False,False,0.25,False,0.6615632381579821,S&P 600,5.0,24.0,1.0,8.0,1.6,Moderate Decrease
AWK,40.721428571428575,True,True,False,False,True,1.0,False,False,0.6,False,0.3250829733914482,S&P 500,7.0,19.0,1.0,10.0,1.4285714285714286,Slight Decrease
AWR,31.802083333333336,True,True,True,False,True,15.0,False,False,0.3333333333333333,False,0.6837389058487535,S&P 600,3.0,17.0,1.0,9.0,3.0,Moderate Increase
AX,64.61607142857143,True,True,True,True,False,17.0,False,False,0.2,False,0.639031859650177,S&P 600,9.0,18.0,1.0,10.0,1.1111111111111112,Stable
AXL,57.3,True,False,False,False,False,4.0,False,False,0.2,False,0.3250829733914482,S&P 600,11.0,42.0,1.0,10.0,0.9090909090909092,Stable
AXON,71.23571428571428,True,True,True,False,False,31.0,False,False,0.4545454545454545,False,0.7595473914748635,S&P 500,11.0,17.0,1.0,11.0,1.0,Stable
AXP,37.73939393939394,True,False,True,False,True,6.0,False,False,0.2857142857142857,False,0.8304717124362917,S&P 500,24.0,75.0,1.0,14.0,0.5833333333333334,Stable
AYI,74.80714285714285,True,False,True,False,False,3.0,False,False,0.4,False,0.5004024235381879,S&P 400,5.0,25.0,1.0,10.0,2.0,Moderate Decrease
AZPN,35.134375,True,False,True,False,True,11.0,False,False,0.25,False,0.7356219397587946,S&P 400,5.0,18.0,1.0,8.0,1.6,Moderate Increase
AZTA,34.64642857142857,True,True,True,True,True,3.0,False,False,0.5,False,0.3250829733914482,S&P 400,9.0,23.0,1.0,10.0,1.1111111111111112,Slight Decrease
AZZ,59.57142857142857,True,True,False,False,False,11.0,False,False,0.2,False,0.3250829733914482,S&P 600,3.0,17.0,1.0,10.0,3.3333333333333335,Slight Decrease
B,37.43839285714286,True,True,True,False,True,2.0,False,False,0.3636363636363636,False,0.7595473914748635,S&P 600,4.0,23.0,1.0,12.0,3.0,Moderate Increase
BA,43.82777777777778,True,False,False,False,True,4.0,False,False,0.3076923076923077,False,0.6870920273799715,S&P 500,12.0,48.0,1.0,13.0,1.0833333333333333,Stable
BAC,62.537499999999994,True,False,False,True,True,10.0,False,False,0.3571428571428571,True,0.796311640173813,S&P 500,12.0,58.0,1.0,14.0,1.1666666666666667,Stable
BALL,56.64017857142857,True,False,True,False,True,0.0,False,False,0.4545454545454545,False,0.9075352941050092,S&P 500,6.0,25.0,1.0,11.0,1.8333333333333333,Slight Decrease
BANC,51.41388888888889,True,True,False,False,True,0.0,False,True,0.3333333333333333,False,0.5660857389596289,S&P 600,18.0,33.0,1.0,12.0,0.6666666666666666,Slight Decrease
BANF,38.95,True,False,True,False,True,0.0,False,False,0.1666666666666666,True,0.9608919796672832,S&P 600,6.0,36.0,1.0,18.0,3.0,Stable
BANR,35.29166666666667,True,True,False,False,False,0.0,False,False,0.3636363636363636,False,0.6001660731596457,S&P 600,7.0,28.0,1.0,11.0,1.5714285714285714,Slight Decrease
BAX,16.2,True,False,False,False,True,8.0,False,False,0.4,False,0.9404479886553264,S&P 500,11.0,36.0,1.0,10.0,0.9090909090909092,Stable
BBWI,38.30119047619048,True,True,False,False,False,2.0,False,False,0.4615384615384615,True,0.8305178252872478,S&P 500,8.0,27.0,1.0,13.0,1.625,Stable
BBY,30.450000000000003,True,False,False,False,True,5.0,False,False,0.5833333333333334,False,1.234267866079077,S&P 500,9.0,35.0,1.0,12.0,1.3333333333333333,Stable
BC,77.14047619047618,True,True,False,False,True,5.0,False,False,0.3,False,0.3250829733914482,S&P 400,8.0,30.0,1.0,10.0,1.25,Stable
BCC,40.45714285714286,True,True,False,False,False,3.0,False,False,0.25,False,0.7214636866925115,S&P 600,3.0,19.0,1.0,12.0,4.0,Slight Decrease
BCO,58.712362637362645,True,False,True,False,True,2.0,False,False,0.2222222222222222,False,0.5297061990576545,S&P 400,20.0,70.0,1.0,9.0,0.45,Stable
BCPC,62.513492063492066,True,False,True,False,False,7.0,False,False,0.3333333333333333,False,0.4505612088663046,S&P 600,6.0,16.0,1.0,6.0,1.0,Moderate Decrease
BDC,42.88148148148148,True,False,True,True,True,1.0,False,False,0.4,False,0.9404479886553264,S&P 400,4.0,20.0,1.0,10.0,2.5,Stable
BDN,40.77194444444444,True,False,True,False,False,1.0,False,False,0.2857142857142857,False,0.9556998911125344,S&P 600,4.0,22.0,1.0,7.0,1.75,Slight Decrease
BDX,33.82777777777778,True,False,False,False,False,0.0,False,False,0.2727272727272727,False,0.6001660731596457,S&P 500,14.0,38.0,1.0,11.0,0.7857142857142857,Stable
BEN,38.33055555555555,True,True,False,False,True,1.0,False,True,0.2727272727272727,False,0.5859526183035508,S&P 500,5.0,24.0,1.0,11.0,2.2,Slight Decrease
BERY,65.82142857142857,True,True,False,False,False,1.0,False,False,0.25,False,0.4505612088663046,S&P 400,7.0,20.0,1.0,12.0,1.7142857142857142,Slight Decrease
BG,73.77142857142857,True,False,False,False,True,0.0,False,False,0.3636363636363636,True,1.0335620542068176,S&P 500,10.0,31.0,1.0,11.0,1.1,Moderate Increase
BGS,85.17857142857143,True,False,True,False,False,3.0,False,False,0.3,False,0.5004024235381879,S&P 600,6.0,13.0,1.0,10.0,1.6666666666666667,Stable
BHE,35.34131054131054,True,True,False,False,False,5.0,False,False,0.2222222222222222,True,0.3488320958430319,S&P 600,5.0,20.0,1.0,9.0,1.8,Significant Decrease
BHF,40.0,True,False,False,False,False,7.0,False,False,0.4444444444444444,False,0.6837389058487535,S&P 400,7.0,13.0,1.0,9.0,1.2857142857142858,Moderate Decrease
BHLB,20.0375,True,False,True,False,False,3.0,False,False,0.3333333333333333,False,0.8675632284814612,S&P 600,10.0,41.0,1.0,12.0,1.2,Stable
BIG,28.604761904761904,True,False,True,False,False,6.0,False,False,0.6,False,0.639031859650177,S&P 600,12.0,26.0,1.0,10.0,0.8333333333333334,Stable
BIIB,34.93,True,True,False,False,False,2.0,False,False,0.2,False,1.0888999753452238,S&P 500,8.0,23.0,1.0,10.0,1.25,Slight Decrease
BIO,11.35,True,False,False,False,True,12.0,False,False,0.3333333333333333,False,0.8675632284814612,S&P 500,3.0,11.0,1.0,6.0,2.0,Moderate Decrease
BJ,34.825,True,False,False,False,True,1.0,False,False,0.25,False,0.7356219397587946,S&P 400,10.0,34.0,1.0,8.0,0.8,Stable
BJRI,34.150000000000006,True,True,False,False,True,2.0,False,True,0.2727272727272727,False,0.8855741515766717,S&P 600,4.0,19.0,1.0,11.0,2.75,Slight Decrease
BKE,38.21111111111111,True,False,False,False,True,27.0,False,False,0.3076923076923077,False,0.6870920273799715,S&P 600,5.0,17.0,1.0,13.0,2.6,Moderate Decrease
BKH,38.33055555555555,True,False,False,True,True,5.0,False,False,0.3,False,0.639031859650177,S&P 400,5.0,29.0,1.0,10.0,2.0,Slight Decrease
BKNG,50.06071428571429,True,False,False,True,True,0.0,False,True,0.3636363636363636,False,1.294545165844896,S&P 500,6.0,26.0,1.0,11.0,1.8333333333333333,Slight Decrease
